t,mx,my,mz,mqx,mqy,mqz,mqw,m_error,ex,ey,ez,eqx,eqy,eqz,eqw,vx,vy,vz,ax,ay,az,sx,sy,sz,p,q,r,m1,m2,m3,m4,vbat,armed,flying,tumbled,locked,crashed,agent_id
1776883623.3471854,-0.011271052062511444,-0.028381025418639183,0.7466669678688049,-0.0010962372180074453,0.009324551559984684,0.11212428659200668,0.9936498403549194,0.0006240101647563279,-0.008,-0.027,0.745,0.0,0.004151311826926893,0.11070164871805048,0.9938450138634398,0.013,-0.003,-0.038,0.645,0.453,7.877,0.01496434211730957,-0.028051063418388367,0.7000001668930054,0.009,-0.092,0.053,0.6527504386968795,0.8000762951094835,0.7156328679331655,0.7732661936369879,3.483,True,True,False,False,False,CF_2
1776883623.3471854,-0.35694676637649536,-0.08492796123027802,0.7413045763969421,0.011686593294143677,0.006172873545438051,0.14864452183246613,-0.988802433013916,0.000741831841878593,-0.356,-0.083,0.742,-0.008302623653853786,-0.006918853044878155,-0.14944722576936814,0.9887106364467034,0.0,0.028,0.017,0.06,-0.688,11.349,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.097,0.097,0.043,0.7893034256504158,0.6671702143892576,0.783962767986572,0.6529488059815366,3.494,True,True,False,False,False,CF_3
1776883623.362178,-0.0116032175719738,-0.02848159149289131,0.7465959191322327,-0.0010554472682997584,0.010105769149959087,0.11262835562229156,0.9935852885246277,0.0006134780123829842,-0.01,-0.028,0.745,0.0,0.005535082435902524,0.1120854193270261,0.9936831595819224,0.011,-0.003,0.0,-0.93,-0.524,11.139,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.007,-0.079,0.055,0.6527504386968795,0.8000762951094835,0.7156328679331655,0.7732661936369879,3.483,True,True,False,False,False,CF_2
1776883623.3626776,-0.3572178781032562,-0.08498179167509079,0.7412107586860657,0.011544979177415371,0.005402863956987858,0.14832893013954163,-0.9888559579849243,0.0007450229022651911,-0.356,-0.083,0.742,-0.008302623653853786,-0.006918853044878155,-0.14944722576936814,0.9887106364467034,0.0,0.028,0.017,0.06,-0.688,11.349,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.097,0.097,0.043,0.7893034256504158,0.6671702143892576,0.783962767986572,0.6529488059815366,3.494,True,True,False,False,False,CF_3
1776883623.378168,-0.011975607834756374,-0.028559396043419838,0.7465363144874573,-0.0006212795851752162,0.011530743911862373,0.1132836565375328,0.9934955835342407,0.0006297962390817702,-0.01,-0.028,0.745,0.0,0.005535082435902524,0.1120854193270261,0.9936831595819224,0.011,-0.003,0.0,-0.93,-0.524,11.139,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.007,-0.079,0.055,0.6623331044480049,0.7931029221026932,0.6954757000076295,0.7660334172579538,3.483,True,True,False,False,False,CF_2
1776883623.378168,-0.35753434896469116,-0.08503253757953644,0.7411245703697205,0.011799968779087067,0.005733876954764128,0.14802750945091248,-0.9888962507247925,0.0007478069164790213,-0.356,-0.083,0.742,-0.008302623653853786,-0.006918853044878155,-0.14944722576936814,0.9887106364467034,0.0,0.028,0.017,0.06,-0.688,11.349,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.097,0.097,0.043,0.7893034256504158,0.6671702143892576,0.783962767986572,0.6529488059815366,3.494,True,True,False,False,False,CF_3
1776883623.3932226,-0.012326671741902828,-0.02862384356558323,0.7464728951454163,-0.0004339430888649076,0.012577681802213192,0.11354102939367294,0.9934536218643188,0.0006471579545177519,-0.01,-0.028,0.745,0.0,0.005535082435902524,0.1120854193270261,0.9936831595819224,0.011,-0.003,0.0,-0.93,-0.524,11.139,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.007,-0.079,0.055,0.6623331044480049,0.7931029221026932,0.6954757000076295,0.7660334172579538,3.483,True,True,False,False,False,CF_2
1776883623.3932226,-0.35782626271247864,-0.08508627861738205,0.7410836219787598,0.011500552296638489,0.005413070321083069,0.14758063852787018,-0.9889684319496155,0.0007373862899839878,-0.357,-0.083,0.74,-0.006918853044878155,-0.005535082435902524,-0.14806345516039252,0.9889381707573722,-0.009,0.031,-0.018,-0.94,-0.846,11.352,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.041,0.052,0.033,0.8018310826276036,0.6669871061264973,0.7828183413443198,0.6666361486228732,3.494,True,True,False,False,False,CF_3
1776883623.408658,-0.012656471692025661,-0.028738919645547867,0.7464039325714111,-0.00037935044383630157,0.013088743202388287,0.11409225314855576,0.9933839440345764,0.0006297443178482354,-0.01,-0.028,0.746,0.0,0.006918853044878155,0.1120854193270261,0.9936744880728438,0.011,-0.003,0.0,-0.93,-0.524,11.139,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.007,-0.079,0.055,0.6623331044480049,0.7931029221026932,0.6954757000076295,0.7660334172579538,3.483,True,True,False,False,False,CF_2
1776883623.408658,-0.35823339223861694,-0.0851101279258728,0.7410392165184021,0.011466269381344318,0.004765734542161226,0.1471593976020813,-0.98903489112854,0.0007477346807718277,-0.357,-0.083,0.74,-0.006918853044878155,-0.005535082435902524,-0.14806345516039252,0.9889381707573722,-0.009,0.031,-0.018,-0.94,-0.846,11.352,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.041,0.052,0.033,0.8018310826276036,0.6669871061264973,0.7828183413443198,0.6666361486228732,3.494,True,True,False,False,False,CF_3
